rango,estudios,partido,departamento,apoyo
mayor,posgrado,PERU_POSIBLE,LORETO,1
joven,secundaria,FRENTE_AMPLIO,JUNIN,1
joven,primaria,PPC,CUZCO,0
anciano,posgrado,ACCION_POPULAR,HUANUCO,1
joven,notiene,APRA,LIMA,1
adulto,primaria,PARTIDO_MORADO,LIMA,1
joven,pregrado,FRENTE_AMPLIO,LORETO,0
joven,secundaria,FUERZA_POPULAR,CUZCO,1
anciano,posgrado,PERU_POSIBLE,AREQUIPA,1
mayor,posgrado,FUERZA_POPULAR,TRUJILLO,1
anciano,posgrado,FUERZA_POPULAR,TRUJILLO,1
mayor,posgrado,PERU_POSIBLE,LORETO,1
anciano,pregrado,FUERZA_POPULAR,CUZCO,0
adulto,secundaria,PARTIDO_MORADO,CUZCO,1
mayor,pregrado,ACCION_POPULAR,CUZCO,0
joven,posgrado,FRENTE_AMPLIO,TRUJILLO,0
joven,posgrado,ACCION_POPULAR,TRUJILLO,1
joven,posgrado,APRA,HUANUCO,1
joven,pregrado,FUERZA_POPULAR,LIMA,1
adulto,notiene,PERU_POSIBLE,AREQUIPA,0
adulto,pregrado,APRA,LIMA,1
mayor,secundaria,CONTIGO_PERU,JUNIN,1
joven,pregrado,PPC,LIMA,1
joven,primaria,PPC,HUANUCO,1
anciano,primaria,CONTIGO_PERU,LORETO,1
adulto,posgrado,PERU_POSIBLE,LIMA,1
anciano,notiene,PARTIDO_MORADO,LIMA,1
adulto,primaria,ACCION_POPULAR,LIMA,1
adulto,pregrado,PPC,CAJAMARCA,1
anciano,primaria,CONTIGO_PERU,LIMA,1
mayor,pregrado,FRENTE_AMPLIO,LIMA,0
adulto,pregrado,PARTIDO_MORADO,LIMA,1
joven,posgrado,PARTIDO_MORADO,LORETO,0
joven,notiene,APRA,JUNIN,0
joven,notiene,FUERZA_POPULAR,LIMA,1
joven,pregrado,PARTIDO_MORADO,HUANUCO,1
mayor,pregrado,FREPAP,TRUJILLO,1
mayor,secundaria,APRA,LIMA,1
adulto,primaria,CONTIGO_PERU,AREQUIPA,1
joven,posgrado,ACCION_POPULAR,JUNIN,0
joven,notiene,PPC,LIMA,1
anciano,posgrado,PPC,LIMA,0
adulto,pregrado,APRA,JUNIN,1
adulto,posgrado,ACCION_POPULAR,LORETO,1
adulto,primaria,FRENTE_AMPLIO,AREQUIPA,1
anciano,posgrado,ACCION_POPULAR,LORETO,1
joven,notiene,PPC,CAJAMARCA,1
mayor,secundaria,FRENTE_AMPLIO,CAJAMARCA,1
adulto,posgrado,PERU_POSIBLE,JUNIN,1
mayor,posgrado,PERU_POSIBLE,CUZCO,0
adulto,secundaria,PARTIDO_MORADO,TRUJILLO,1
joven,secundaria,APRA,CUZCO,1
adulto,secundaria,APRA,HUANUCO,1
adulto,pregrado,APRA,CUZCO,1
anciano,primaria,ACCION_POPULAR,AREQUIPA,0
joven,primaria,PARTIDO_MORADO,LORETO,1
joven,primaria,FRENTE_AMPLIO,CUZCO,1
adulto,pregrado,FRENTE_AMPLIO,HUANUCO,1
adulto,notiene,CONTIGO_PERU,LIMA,1
joven,secundaria,PERU_POSIBLE,CAJAMARCA,1
joven,notiene,FREPAP,CAJAMARCA,1
joven,secundaria,APRA,AREQUIPA,1
joven,pregrado,CONTIGO_PERU,LIMA,1
joven,secundaria,APRA,LIMA,1
joven,secundaria,PERU_POSIBLE,LORETO,1
joven,secundaria,FRENTE_AMPLIO,HUANUCO,1
adulto,notiene,ACCION_POPULAR,LIMA,0
mayor,secundaria,APRA,HUANUCO,1
joven,primaria,ACCION_POPULAR,AREQUIPA,1
joven,primaria,PARTIDO_MORADO,LORETO,1
mayor,secundaria,FREPAP,TRUJILLO,0
joven,primaria,CONTIGO_PERU,LIMA,1
joven,primaria,FREPAP,LIMA,1
joven,posgrado,FRENTE_AMPLIO,LIMA,1
mayor,posgrado,PARTIDO_MORADO,HUANUCO,1
joven,posgrado,CONTIGO_PERU,CAJAMARCA,1
joven,primaria,CONTIGO_PERU,LORETO,0
joven,primaria,APRA,LIMA,0
anciano,secundaria,FUERZA_POPULAR,CAJAMARCA,1
joven,posgrado,FUERZA_POPULAR,LIMA,1
mayor,notiene,APRA,LORETO,1
joven,pregrado,PARTIDO_MORADO,JUNIN,1
anciano,pregrado,PARTIDO_MORADO,HUANUCO,1
anciano,posgrado,PPC,TRUJILLO,1
joven,notiene,PPC,HUANUCO,0
mayor,pregrado,CONTIGO_PERU,LIMA,0
anciano,primaria,PARTIDO_MORADO,LIMA,1
adulto,pregrado,CONTIGO_PERU,CAJAMARCA,0
mayor,secundaria,ACCION_POPULAR,LIMA,1
adulto,pregrado,APRA,LORETO,1
joven,pregrado,APRA,CUZCO,1
joven,notiene,FRENTE_AMPLIO,LIMA,1
adulto,notiene,FREPAP,JUNIN,0
joven,pregrado,FREPAP,AREQUIPA,1
mayor,secundaria,PARTIDO_MORADO,LORETO,1
joven,pregrado,FREPAP,CUZCO,1
adulto,pregrado,FRENTE_AMPLIO,AREQUIPA,1
mayor,primaria,FUERZA_POPULAR,JUNIN,0
mayor,posgrado,FUERZA_POPULAR,LIMA,1
anciano,posgrado,CONTIGO_PERU,LIMA,1
anciano,notiene,PPC,TRUJILLO,1
mayor,pregrado,FREPAP,CAJAMARCA,0
joven,secundaria,PERU_POSIBLE,CAJAMARCA,1
joven,posgrado,CONTIGO_PERU,CAJAMARCA,0
joven,primaria,PPC,LIMA,1
joven,pregrado,FREPAP,AREQUIPA,1
anciano,primaria,PPC,HUANUCO,1
joven,primaria,APRA,LORETO,1
anciano,notiene,FRENTE_AMPLIO,TRUJILLO,1
adulto,posgrado,CONTIGO_PERU,CUZCO,0
adulto,secundaria,CONTIGO_PERU,CUZCO,1
adulto,notiene,FUERZA_POPULAR,LIMA,0
joven,pregrado,ACCION_POPULAR,LIMA,0
joven,pregrado,PPC,JUNIN,1
joven,notiene,PARTIDO_MORADO,CUZCO,1
anciano,notiene,APRA,LIMA,1
mayor,primaria,PPC,LIMA,1
joven,primaria,CONTIGO_PERU,JUNIN,0
adulto,pregrado,APRA,HUANUCO,1
joven,pregrado,FREPAP,LIMA,1
joven,notiene,ACCION_POPULAR,LORETO,1
adulto,primaria,PERU_POSIBLE,AREQUIPA,1
joven,pregrado,ACCION_POPULAR,LIMA,0
joven,posgrado,FREPAP,LIMA,0
joven,posgrado,FREPAP,JUNIN,1
adulto,secundaria,PPC,JUNIN,1
anciano,pregrado,PPC,LIMA,1
mayor,posgrado,APRA,JUNIN,1
adulto,posgrado,PARTIDO_MORADO,JUNIN,1
anciano,secundaria,PERU_POSIBLE,LORETO,1
joven,secundaria,CONTIGO_PERU,LORETO,1
anciano,posgrado,FUERZA_POPULAR,LIMA,1
joven,secundaria,APRA,AREQUIPA,1
adulto,secundaria,PARTIDO_MORADO,JUNIN,0
anciano,primaria,FUERZA_POPULAR,TRUJILLO,1
joven,notiene,APRA,CAJAMARCA,1
joven,pregrado,PARTIDO_MORADO,LIMA,0
joven,primaria,PERU_POSIBLE,CAJAMARCA,1
anciano,posgrado,FUERZA_POPULAR,CUZCO,1
joven,pregrado,ACCION_POPULAR,AREQUIPA,1
joven,posgrado,PERU_POSIBLE,CAJAMARCA,1
joven,secundaria,CONTIGO_PERU,LIMA,1
joven,notiene,PPC,JUNIN,0
anciano,notiene,FRENTE_AMPLIO,TRUJILLO,1
joven,secundaria,APRA,JUNIN,1
anciano,notiene,ACCION_POPULAR,TRUJILLO,1
joven,primaria,FUERZA_POPULAR,LORETO,0
joven,primaria,FREPAP,CUZCO,1
adulto,notiene,FRENTE_AMPLIO,JUNIN,0
mayor,secundaria,PERU_POSIBLE,AREQUIPA,0
mayor,pregrado,PARTIDO_MORADO,LIMA,1
joven,pregrado,FUERZA_POPULAR,HUANUCO,1
anciano,primaria,PARTIDO_MORADO,AREQUIPA,1
mayor,posgrado,PARTIDO_MORADO,LIMA,1
mayor,posgrado,ACCION_POPULAR,CAJAMARCA,1
joven,pregrado,FUERZA_POPULAR,AREQUIPA,1
joven,pregrado,CONTIGO_PERU,LORETO,1
joven,posgrado,PPC,CUZCO,0
joven,pregrado,PERU_POSIBLE,CUZCO,1
anciano,posgrado,ACCION_POPULAR,LIMA,0
joven,posgrado,CONTIGO_PERU,CAJAMARCA,1
joven,pregrado,ACCION_POPULAR,AREQUIPA,0
anciano,primaria,PERU_POSIBLE,LORETO,1
adulto,primaria,FUERZA_POPULAR,LIMA,1
joven,primaria,CONTIGO_PERU,CAJAMARCA,1
joven,notiene,FREPAP,LORETO,1
joven,posgrado,FRENTE_AMPLIO,CUZCO,1
joven,pregrado,PERU_POSIBLE,HUANUCO,1
joven,notiene,ACCION_POPULAR,LIMA,1
adulto,posgrado,PARTIDO_MORADO,LIMA,1
adulto,primaria,CONTIGO_PERU,JUNIN,0
mayor,posgrado,PERU_POSIBLE,LORETO,1
mayor,secundaria,ACCION_POPULAR,LIMA,1
mayor,notiene,FREPAP,CUZCO,1
joven,secundaria,PARTIDO_MORADO,LORETO,1
joven,notiene,CONTIGO_PERU,CAJAMARCA,0
joven,pregrado,APRA,AREQUIPA,1
adulto,posgrado,FRENTE_AMPLIO,LORETO,1
joven,pregrado,ACCION_POPULAR,TRUJILLO,0
anciano,pregrado,APRA,LIMA,1
joven,notiene,PERU_POSIBLE,LIMA,0
anciano,secundaria,CONTIGO_PERU,LIMA,0
adulto,notiene,FRENTE_AMPLIO,CUZCO,1
anciano,secundaria,PPC,CUZCO,1
mayor,notiene,ACCION_POPULAR,CUZCO,0
adulto,primaria,CONTIGO_PERU,JUNIN,1
joven,primaria,FUERZA_POPULAR,AREQUIPA,0
anciano,secundaria,FREPAP,CUZCO,1
joven,secundaria,FUERZA_POPULAR,LIMA,1
joven,pregrado,PERU_POSIBLE,AREQUIPA,0
mayor,secundaria,PPC,TRUJILLO,1
adulto,notiene,PERU_POSIBLE,TRUJILLO,1
adulto,secundaria,PPC,LIMA,1
joven,primaria,PPC,LIMA,0
mayor,secundaria,APRA,AREQUIPA,0
joven,secundaria,FRENTE_AMPLIO,CAJAMARCA,0
mayor,notiene,FREPAP,CAJAMARCA,1
anciano,posgrado,PARTIDO_MORADO,TRUJILLO,0
mayor,primaria,PARTIDO_MORADO,LORETO,1
mayor,notiene,PARTIDO_MORADO,HUANUCO,1
mayor,posgrado,FUERZA_POPULAR,LIMA,1
anciano,secundaria,PARTIDO_MORADO,LORETO,1
joven,pregrado,ACCION_POPULAR,TRUJILLO,1
joven,posgrado,FREPAP,LIMA,1
joven,notiene,FREPAP,AREQUIPA,1
anciano,posgrado,PPC,LIMA,1
adulto,secundaria,FREPAP,LIMA,0
anciano,primaria,FUERZA_POPULAR,CAJAMARCA,1
mayor,notiene,PPC,LIMA,0
joven,primaria,PERU_POSIBLE,TRUJILLO,0
joven,notiene,ACCION_POPULAR,JUNIN,1
mayor,primaria,APRA,LIMA,1
joven,pregrado,ACCION_POPULAR,JUNIN,1
joven,secundaria,PARTIDO_MORADO,LIMA,1
mayor,secundaria,ACCION_POPULAR,TRUJILLO,0
joven,secundaria,PARTIDO_MORADO,LIMA,1
joven,pregrado,ACCION_POPULAR,AREQUIPA,1
joven,primaria,PARTIDO_MORADO,LIMA,1
adulto,pregrado,APRA,TRUJILLO,0
joven,notiene,APRA,HUANUCO,0
anciano,secundaria,FRENTE_AMPLIO,JUNIN,1
adulto,secundaria,PPC,LORETO,1
adulto,secundaria,APRA,AREQUIPA,1
mayor,notiene,FREPAP,AREQUIPA,0
joven,secundaria,FUERZA_POPULAR,TRUJILLO,1
mayor,pregrado,PPC,CUZCO,1
mayor,notiene,PERU_POSIBLE,HUANUCO,1
mayor,notiene,APRA,LIMA,1
anciano,notiene,FUERZA_POPULAR,LORETO,1
anciano,secundaria,FREPAP,LIMA,0
joven,secundaria,FUERZA_POPULAR,CUZCO,1
mayor,notiene,ACCION_POPULAR,JUNIN,1
anciano,posgrado,FREPAP,LIMA,1
joven,primaria,ACCION_POPULAR,AREQUIPA,1
anciano,notiene,PERU_POSIBLE,LIMA,1
joven,pregrado,FRENTE_AMPLIO,AREQUIPA,1
anciano,primaria,FUERZA_POPULAR,AREQUIPA,0
anciano,posgrado,PPC,JUNIN,1
mayor,pregrado,CONTIGO_PERU,CUZCO,1
adulto,pregrado,FUERZA_POPULAR,LIMA,1
anciano,posgrado,FUERZA_POPULAR,LIMA,1
adulto,secundaria,PPC,LIMA,1
adulto,pregrado,PARTIDO_MORADO,JUNIN,1
adulto,notiene,APRA,AREQUIPA,1
joven,posgrado,APRA,HUANUCO,1
anciano,secundaria,APRA,LIMA,0
joven,pregrado,FUERZA_POPULAR,CUZCO,0
adulto,pregrado,CONTIGO_PERU,JUNIN,1
anciano,secundaria,FUERZA_POPULAR,JUNIN,0
anciano,primaria,CONTIGO_PERU,LIMA,1
mayor,secundaria,PARTIDO_MORADO,JUNIN,0
mayor,secundaria,PPC,LIMA,0
joven,posgrado,ACCION_POPULAR,CAJAMARCA,1
mayor,primaria,ACCION_POPULAR,HUANUCO,1
joven,primaria,PERU_POSIBLE,CUZCO,0
anciano,primaria,PPC,LIMA,0
joven,pregrado,APRA,LIMA,0
adulto,posgrado,CONTIGO_PERU,LIMA,0
anciano,primaria,FREPAP,JUNIN,1
joven,notiene,FUERZA_POPULAR,LIMA,1
adulto,pregrado,PERU_POSIBLE,LIMA,0
joven,pregrado,FRENTE_AMPLIO,CUZCO,1
mayor,secundaria,FREPAP,CAJAMARCA,1
joven,pregrado,FUERZA_POPULAR,CAJAMARCA,1
joven,primaria,FREPAP,TRUJILLO,1
joven,notiene,FUERZA_POPULAR,CAJAMARCA,1
mayor,primaria,FRENTE_AMPLIO,LIMA,1
anciano,posgrado,FUERZA_POPULAR,LIMA,1
joven,notiene,PARTIDO_MORADO,JUNIN,1
anciano,notiene,ACCION_POPULAR,LIMA,0
mayor,primaria,PERU_POSIBLE,LIMA,1
anciano,secundaria,FUERZA_POPULAR,JUNIN,1
joven,primaria,FUERZA_POPULAR,CAJAMARCA,1
joven,pregrado,CONTIGO_PERU,CUZCO,1
joven,posgrado,FREPAP,HUANUCO,1
joven,primaria,PPC,HUANUCO,1
adulto,primaria,FUERZA_POPULAR,AREQUIPA,0
joven,secundaria,ACCION_POPULAR,LIMA,1
joven,primaria,PERU_POSIBLE,TRUJILLO,1
anciano,posgrado,FREPAP,CAJAMARCA,1
adulto,pregrado,FREPAP,CUZCO,1
joven,pregrado,FUERZA_POPULAR,AREQUIPA,0
adulto,secundaria,ACCION_POPULAR,LORETO,1
joven,primaria,ACCION_POPULAR,LORETO,1
joven,secundaria,FREPAP,JUNIN,1
joven,notiene,FREPAP,AREQUIPA,1
anciano,notiene,PERU_POSIBLE,JUNIN,0
adulto,primaria,PERU_POSIBLE,CAJAMARCA,1
mayor,posgrado,APRA,LIMA,0
mayor,secundaria,PPC,JUNIN,1
anciano,posgrado,CONTIGO_PERU,HUANUCO,1
mayor,primaria,FREPAP,JUNIN,1
adulto,posgrado,CONTIGO_PERU,CAJAMARCA,1
adulto,primaria,PPC,TRUJILLO,1
anciano,pregrado,FREPAP,LIMA,1
joven,pregrado,PERU_POSIBLE,JUNIN,1
mayor,pregrado,FUERZA_POPULAR,LIMA,1
joven,posgrado,PERU_POSIBLE,CAJAMARCA,0
adulto,pregrado,APRA,TRUJILLO,1
joven,primaria,PERU_POSIBLE,LIMA,1
joven,notiene,PARTIDO_MORADO,TRUJILLO,0
adulto,notiene,PARTIDO_MORADO,LIMA,0
joven,notiene,PARTIDO_MORADO,LIMA,1
joven,primaria,APRA,AREQUIPA,0
joven,primaria,PARTIDO_MORADO,AREQUIPA,1
joven,notiene,PARTIDO_MORADO,LIMA,1
joven,posgrado,APRA,LIMA,1
adulto,posgrado,APRA,CUZCO,0
mayor,primaria,FRENTE_AMPLIO,JUNIN,1
joven,pregrado,CONTIGO_PERU,LIMA,1
anciano,posgrado,FRENTE_AMPLIO,JUNIN,1
mayor,pregrado,PPC,LIMA,1
joven,primaria,CONTIGO_PERU,TRUJILLO,0
joven,notiene,CONTIGO_PERU,LIMA,1
mayor,secundaria,PERU_POSIBLE,LORETO,1
anciano,notiene,PERU_POSIBLE,HUANUCO,1
anciano,secundaria,ACCION_POPULAR,CAJAMARCA,0
adulto,pregrado,PARTIDO_MORADO,TRUJILLO,1
mayor,notiene,ACCION_POPULAR,LORETO,0
anciano,posgrado,PARTIDO_MORADO,JUNIN,0
joven,notiene,PPC,CUZCO,1
joven,pregrado,APRA,LIMA,1
joven,primaria,FUERZA_POPULAR,AREQUIPA,1
joven,notiene,FREPAP,TRUJILLO,1
joven,posgrado,PERU_POSIBLE,TRUJILLO,1
adulto,primaria,FRENTE_AMPLIO,LORETO,1
joven,primaria,FUERZA_POPULAR,LIMA,0
mayor,secundaria,APRA,AREQUIPA,1
joven,primaria,PERU_POSIBLE,JUNIN,1
joven,pregrado,FREPAP,AREQUIPA,0
joven,pregrado,PARTIDO_MORADO,LIMA,1
anciano,secundaria,FUERZA_POPULAR,LIMA,0
mayor,pregrado,FREPAP,LORETO,1
joven,secundaria,CONTIGO_PERU,LORETO,0
anciano,pregrado,FRENTE_AMPLIO,LORETO,0
joven,pregrado,FREPAP,LIMA,0
joven,secundaria,FREPAP,CAJAMARCA,1
mayor,posgrado,PERU_POSIBLE,CUZCO,1
adulto,posgrado,CONTIGO_PERU,HUANUCO,1
joven,posgrado,PARTIDO_MORADO,LIMA,0
adulto,notiene,FRENTE_AMPLIO,HUANUCO,1
anciano,posgrado,ACCION_POPULAR,HUANUCO,1
joven,pregrado,PARTIDO_MORADO,LIMA,0
anciano,secundaria,APRA,CUZCO,0
mayor,primaria,ACCION_POPULAR,CUZCO,1
adulto,pregrado,PERU_POSIBLE,LORETO,1
mayor,secundaria,PERU_POSIBLE,LORETO,0
adulto,posgrado,FUERZA_POPULAR,CAJAMARCA,0
joven,posgrado,APRA,TRUJILLO,0
adulto,notiene,CONTIGO_PERU,CUZCO,1
mayor,pregrado,CONTIGO_PERU,LIMA,1
mayor,primaria,FUERZA_POPULAR,HUANUCO,1
mayor,posgrado,PARTIDO_MORADO,LORETO,1
anciano,posgrado,PERU_POSIBLE,LORETO,1
mayor,notiene,PARTIDO_MORADO,JUNIN,1
joven,secundaria,ACCION_POPULAR,LIMA,1
anciano,notiene,PERU_POSIBLE,LIMA,1
adulto,posgrado,FUERZA_POPULAR,LIMA,1
adulto,notiene,ACCION_POPULAR,JUNIN,1
adulto,primaria,APRA,HUANUCO,1
mayor,secundaria,ACCION_POPULAR,LIMA,1
joven,pregrado,APRA,AREQUIPA,0
joven,posgrado,PERU_POSIBLE,LIMA,1
adulto,posgrado,FREPAP,TRUJILLO,1
joven,secundaria,FUERZA_POPULAR,CAJAMARCA,0
adulto,primaria,PERU_POSIBLE,TRUJILLO,1
joven,notiene,APRA,JUNIN,1
anciano,primaria,CONTIGO_PERU,JUNIN,1
anciano,notiene,FREPAP,AREQUIPA,1
joven,primaria,ACCION_POPULAR,TRUJILLO,0
joven,secundaria,FREPAP,JUNIN,0
joven,notiene,PARTIDO_MORADO,LIMA,1
joven,notiene,FRENTE_AMPLIO,LIMA,1
adulto,notiene,FREPAP,CAJAMARCA,1
mayor,primaria,FREPAP,LIMA,1
joven,primaria,PPC,LIMA,1
joven,posgrado,PPC,JUNIN,1
adulto,primaria,FRENTE_AMPLIO,LIMA,0
anciano,primaria,FRENTE_AMPLIO,LORETO,1
mayor,notiene,APRA,LIMA,0
adulto,secundaria,PARTIDO_MORADO,CUZCO,0
anciano,posgrado,APRA,JUNIN,0
adulto,posgrado,ACCION_POPULAR,LIMA,1
joven,secundaria,FRENTE_AMPLIO,AREQUIPA,1
mayor,secundaria,ACCION_POPULAR,TRUJILLO,1
adulto,posgrado,FRENTE_AMPLIO,JUNIN,1
adulto,notiene,CONTIGO_PERU,AREQUIPA,0
anciano,notiene,FRENTE_AMPLIO,HUANUCO,1
anciano,secundaria,FRENTE_AMPLIO,TRUJILLO,0
mayor,notiene,APRA,CUZCO,1
mayor,notiene,FREPAP,LIMA,0
adulto,secundaria,FUERZA_POPULAR,HUANUCO,0
mayor,notiene,PPC,JUNIN,1
adulto,secundaria,APRA,LIMA,1
mayor,pregrado,FRENTE_AMPLIO,JUNIN,1
adulto,pregrado,PPC,CUZCO,1
adulto,notiene,CONTIGO_PERU,TRUJILLO,1
joven,notiene,APRA,LORETO,1
mayor,posgrado,FRENTE_AMPLIO,TRUJILLO,1
mayor,posgrado,CONTIGO_PERU,JUNIN,1
adulto,notiene,PPC,CAJAMARCA,1
joven,notiene,CONTIGO_PERU,CUZCO,0
joven,secundaria,PPC,LIMA,0
adulto,pregrado,FREPAP,LIMA,0
joven,secundaria,FUERZA_POPULAR,HUANUCO,1
joven,pregrado,CONTIGO_PERU,AREQUIPA,0
mayor,pregrado,PPC,CUZCO,1
joven,notiene,PERU_POSIBLE,CAJAMARCA,1
adulto,notiene,ACCION_POPULAR,LIMA,1
anciano,secundaria,PERU_POSIBLE,LIMA,1
joven,posgrado,PARTIDO_MORADO,CUZCO,0
joven,posgrado,CONTIGO_PERU,AREQUIPA,0
anciano,posgrado,ACCION_POPULAR,LIMA,1
anciano,posgrado,CONTIGO_PERU,HUANUCO,0
adulto,primaria,PERU_POSIBLE,LIMA,0
anciano,pregrado,FRENTE_AMPLIO,LIMA,1
mayor,notiene,PARTIDO_MORADO,JUNIN,1
mayor,pregrado,APRA,CAJAMARCA,1
adulto,posgrado,CONTIGO_PERU,LORETO,1
mayor,posgrado,ACCION_POPULAR,TRUJILLO,1
adulto,notiene,PPC,HUANUCO,0
anciano,secundaria,PPC,LORETO,1
mayor,notiene,FUERZA_POPULAR,LIMA,0
adulto,pregrado,FRENTE_AMPLIO,CUZCO,1
joven,primaria,PERU_POSIBLE,LIMA,1
adulto,secundaria,FREPAP,TRUJILLO,1
mayor,secundaria,CONTIGO_PERU,JUNIN,1
joven,primaria,CONTIGO_PERU,HUANUCO,1
joven,notiene,FRENTE_AMPLIO,TRUJILLO,1
anciano,primaria,FRENTE_AMPLIO,LIMA,1
joven,pregrado,APRA,LIMA,1
anciano,notiene,FREPAP,CAJAMARCA,1
anciano,primaria,FRENTE_AMPLIO,CUZCO,1
anciano,pregrado,ACCION_POPULAR,CUZCO,1
joven,pregrado,APRA,CAJAMARCA,1
anciano,secundaria,CONTIGO_PERU,CUZCO,1
adulto,primaria,CONTIGO_PERU,HUANUCO,0
mayor,primaria,FRENTE_AMPLIO,HUANUCO,1
joven,posgrado,ACCION_POPULAR,LIMA,0
joven,notiene,FRENTE_AMPLIO,JUNIN,1
anciano,posgrado,ACCION_POPULAR,LORETO,1
joven,posgrado,FUERZA_POPULAR,LIMA,1
adulto,posgrado,ACCION_POPULAR,TRUJILLO,1
adulto,pregrado,PPC,LIMA,0
anciano,primaria,PERU_POSIBLE,LIMA,0
joven,posgrado,FRENTE_AMPLIO,LIMA,0
joven,notiene,PARTIDO_MORADO,AREQUIPA,1
joven,secundaria,APRA,AREQUIPA,1
adulto,primaria,FRENTE_AMPLIO,CAJAMARCA,1
joven,secundaria,APRA,LORETO,1
mayor,primaria,ACCION_POPULAR,JUNIN,1
anciano,primaria,FRENTE_AMPLIO,LIMA,0
adulto,secundaria,PPC,HUANUCO,1
adulto,posgrado,PARTIDO_MORADO,HUANUCO,1
joven,notiene,FRENTE_AMPLIO,AREQUIPA,0
mayor,secundaria,CONTIGO_PERU,HUANUCO,1
adulto,secundaria,FREPAP,LIMA,0
joven,posgrado,APRA,CUZCO,1
joven,notiene,FUERZA_POPULAR,JUNIN,1
adulto,notiene,PPC,LORETO,1
mayor,secundaria,ACCION_POPULAR,TRUJILLO,1
adulto,notiene,PARTIDO_MORADO,TRUJILLO,0
joven,posgrado,ACCION_POPULAR,TRUJILLO,0
joven,notiene,PERU_POSIBLE,JUNIN,0
anciano,pregrado,PERU_POSIBLE,CUZCO,0
anciano,secundaria,CONTIGO_PERU,TRUJILLO,1
mayor,primaria,PERU_POSIBLE,LIMA,1
joven,posgrado,PARTIDO_MORADO,LORETO,1
adulto,notiene,PARTIDO_MORADO,TRUJILLO,0
anciano,secundaria,CONTIGO_PERU,LIMA,1
joven,posgrado,FRENTE_AMPLIO,JUNIN,1
joven,notiene,APRA,JUNIN,1
joven,pregrado,FUERZA_POPULAR,JUNIN,0
joven,notiene,CONTIGO_PERU,TRUJILLO,1
mayor,primaria,PPC,HUANUCO,0
anciano,notiene,CONTIGO_PERU,LIMA,1
joven,posgrado,FRENTE_AMPLIO,TRUJILLO,1
anciano,notiene,APRA,AREQUIPA,0
joven,secundaria,CONTIGO_PERU,LIMA,1
joven,notiene,PPC,LIMA,1
mayor,posgrado,CONTIGO_PERU,LIMA,1
mayor,primaria,APRA,TRUJILLO,1
joven,primaria,FRENTE_AMPLIO,HUANUCO,1
adulto,pregrado,PERU_POSIBLE,AREQUIPA,1
joven,primaria,FUERZA_POPULAR,AREQUIPA,1
mayor,posgrado,ACCION_POPULAR,CUZCO,1
anciano,pregrado,PARTIDO_MORADO,LIMA,1
joven,posgrado,FUERZA_POPULAR,LIMA,0
anciano,posgrado,FUERZA_POPULAR,LORETO,1
joven,posgrado,APRA,JUNIN,1
mayor,notiene,FREPAP,LORETO,0
anciano,secundaria,FUERZA_POPULAR,AREQUIPA,0
anciano,secundaria,PPC,HUANUCO,0
joven,pregrado,PPC,TRUJILLO,1
anciano,posgrado,APRA,LIMA,1
mayor,notiene,FRENTE_AMPLIO,JUNIN,1
adulto,posgrado,PPC,HUANUCO,1
anciano,notiene,FRENTE_AMPLIO,CAJAMARCA,1
mayor,pregrado,APRA,CAJAMARCA,1
joven,notiene,PPC,LIMA,1
adulto,secundaria,PERU_POSIBLE,HUANUCO,0
adulto,secundaria,PARTIDO_MORADO,LORETO,1
joven,primaria,ACCION_POPULAR,LIMA,1
joven,posgrado,CONTIGO_PERU,LIMA,0
joven,notiene,CONTIGO_PERU,CAJAMARCA,1
mayor,pregrado,PERU_POSIBLE,CAJAMARCA,1
mayor,posgrado,FRENTE_AMPLIO,LIMA,1
mayor,pregrado,FUERZA_POPULAR,AREQUIPA,1
joven,primaria,APRA,JUNIN,1
joven,pregrado,FUERZA_POPULAR,CAJAMARCA,1
mayor,secundaria,PPC,CAJAMARCA,1
mayor,notiene,PERU_POSIBLE,LORETO,1
mayor,primaria,PPC,CAJAMARCA,1
adulto,secundaria,FREPAP,CUZCO,1
adulto,primaria,PARTIDO_MORADO,CAJAMARCA,0
joven,posgrado,PARTIDO_MORADO,CAJAMARCA,0
joven,secundaria,PERU_POSIBLE,LIMA,1
adulto,pregrado,CONTIGO_PERU,LIMA,1
joven,pregrado,FUERZA_POPULAR,HUANUCO,1
anciano,primaria,PERU_POSIBLE,LIMA,1
anciano,secundaria,APRA,LIMA,1
joven,posgrado,PERU_POSIBLE,CUZCO,1
anciano,secundaria,PPC,LORETO,0
mayor,posgrado,PARTIDO_MORADO,LIMA,1
joven,secundaria,PARTIDO_MORADO,CUZCO,0
mayor,posgrado,PARTIDO_MORADO,HUANUCO,1
anciano,notiene,FREPAP,LIMA,1
anciano,secundaria,CONTIGO_PERU,AREQUIPA,1
mayor,posgrado,FRENTE_AMPLIO,AREQUIPA,1
joven,secundaria,FRENTE_AMPLIO,JUNIN,1
adulto,pregrado,CONTIGO_PERU,LIMA,0
adulto,posgrado,PPC,TRUJILLO,1
joven,primaria,PARTIDO_MORADO,LORETO,0
adulto,primaria,PARTIDO_MORADO,TRUJILLO,1
adulto,posgrado,FRENTE_AMPLIO,CUZCO,0
joven,pregrado,APRA,LIMA,1
joven,secundaria,FUERZA_POPULAR,TRUJILLO,1
mayor,pregrado,FRENTE_AMPLIO,LORETO,0
anciano,pregrado,CONTIGO_PERU,LIMA,1
